gene_name,gene_id,feature_type,range,strand,repeat_mask,chromosome,start,end,feature_length
YNL264C,id001,three_prime_UTR,chrXIV:145211-145563,-,none,chrXIV,145211,145563,352
YNL265C,id001,three_prime_UTR,chrXIV:143997-144280,-,none,chrXIV,143997,144280,283
YNL267W,id002,three_prime_UTR,chrXIV:144078-144209,+,none,chrXIV,144078,144209,131
YNL268W,id002,three_prime_UTR,chrXIV:140385-140663,+,none,chrXIV,140385,140663,278
YNL270C,id001,three_prime_UTR,chrXIV:135841-135940,-,none,chrXIV,135841,135940,99
YNL272C,id001,three_prime_UTR,chrXIV:126575-126805,-,none,chrXIV,126575,126805,230
YNL274C,id001,three_prime_UTR,chrXIV:120953-121118,-,none,chrXIV,120953,121118,165
YNL275W,id001,three_prime_UTR,chrXIV:120998-121087,+,none,chrXIV,120998,121087,89
YNL276C,id002,three_prime_UTR,chrXIV:117063-118431,-,none,chrXIV,117063,118431,1368
YNL277W,id001,three_prime_UTR,chrXIV:118809-120582,+,none,chrXIV,118809,120582,1773
YNL277W-A,id002,three_prime_UTR,chrXIV:116867-117185,+,none,chrXIV,116867,117185,318
YNL278W,id003,three_prime_UTR,chrXIV:116453-116652,+,none,chrXIV,116453,116652,199
YNL280C,id001,three_prime_UTR,chrXIV:108685-109095,-,none,chrXIV,108685,109095,410
YNL281W,id002,three_prime_UTR,chrXIV:108928-109088,+,none,chrXIV,108928,109088,160
YNL282W,id001,three_prime_UTR,chrXIV:108274-108341,+,none,chrXIV,108274,108341,67
YNL283C,id001,three_prime_UTR,chrXIV:105066-105184,-,none,chrXIV,105066,105184,118
YNL286W,id004,three_prime_UTR,chrXIV:96080-96168,+,none,chrXIV,96080,96168,88
YNL287W,id001,three_prime_UTR,chrXIV:94801-95045,+,none,chrXIV,94801,95045,244
YNL288W,id003,three_prime_UTR,chrXIV:91424-91615,+,none,chrXIV,91424,91615,191
YNL289W,id005,three_prime_UTR,chrXIV:88736-88872,+,none,chrXIV,88736,88872,136
YNL290W,id001,three_prime_UTR,chrXIV:87240-87485,+,none,chrXIV,87240,87485,245
YNL291C,id003,three_prime_UTR,chrXIV:84005-84169,-,none,chrXIV,84005,84169,164
YNL292W,id001,three_prime_UTR,chrXIV:84017-84302,+,none,chrXIV,84017,84302,285
YNL293W,id002,three_prime_UTR,chrXIV:82541-82638,+,none,chrXIV,82541,82638,97
YNL294C,id001,three_prime_UTR,chrXIV:77941-78659,-,none,chrXIV,77941,78659,718
YNL295W,id001,three_prime_UTR,chrXIV:78520-78711,+,none,chrXIV,78520,78711,191
YNL298W,id001,three_prime_UTR,chrXIV:71443-71549,+,none,chrXIV,71443,71549,106
YNL299W,id001,three_prime_UTR,chrXIV:68445-68513,+,none,chrXIV,68445,68513,68
YNL300W,id003,three_prime_UTR,chrXIV:66052-66308,+,none,chrXIV,66052,66308,256
YNL301C,id001,three_prime_UTR,chrXIV:63405-63570,-,none,chrXIV,63405,63570,165
YNL302C,id001,three_prime_UTR,chrXIV:61747-61958,-,none,chrXIV,61747,61958,211
YNL304W,id001,three_prime_UTR,chrXIV:61550-61749,+,none,chrXIV,61550,61749,199
YNL305C,id002,three_prime_UTR,chrXIV:58811-58898,-,none,chrXIV,58811,58898,87
YNL306W,id006,three_prime_UTR,chrXIV:58808-58919,+,none,chrXIV,58808,58919,111
YNL307C,id001,three_prime_UTR,chrXIV:56057-56446,-,none,chrXIV,56057,56446,389
YNL308C,id001,three_prime_UTR,chrXIV:53962-54122,-,none,chrXIV,53962,54122,160
YNL309W,id001,three_prime_UTR,chrXIV:53924-54282,+,none,chrXIV,53924,54282,358
YNL310C,id001,three_prime_UTR,chrXIV:51711-51907,-,none,chrXIV,51711,51907,196
YNL311C,id001,three_prime_UTR,chrXIV:49321-49397,-,none,chrXIV,49321,49397,76
YNL312W,id001,three_prime_UTR,chrXIV:49216-49410,+,none,chrXIV,49216,49410,194
YNL313C,id001,three_prime_UTR,chrXIV:45221-45308,-,none,chrXIV,45221,45308,87
YNL314W,id001,three_prime_UTR,chrXIV:45214-45372,+,none,chrXIV,45214,45372,158
YNL315C,id004,three_prime_UTR,chrXIV:43217-43324,-,none,chrXIV,43217,43324,107
YNL316C,id001,three_prime_UTR,chrXIV:41983-42071,-,none,chrXIV,41983,42071,88
YNL317W,id001,three_prime_UTR,chrXIV:42016-42564,+,none,chrXIV,42016,42564,548
YNL320W,id005,three_prime_UTR,chrXIV:38554-38742,+,none,chrXIV,38554,38742,188
YNL321W,id001,three_prime_UTR,chrXIV:37422-37552,+,none,chrXIV,37422,37552,130
YNL322C,id004,three_prime_UTR,chrXIV:32716-33294,-,none,chrXIV,32716,33294,578
YNL323W,id002,three_prime_UTR,chrXIV:33188-33379,+,none,chrXIV,33188,33379,191
YNL325C,id001,three_prime_UTR,chrXIV:28676-28739,-,none,chrXIV,28676,28739,63
YNL326C,id003,three_prime_UTR,chrXIV:27165-27337,-,none,chrXIV,27165,27337,172
YNL327W,id003,three_prime_UTR,chrXIV:27173-27291,+,none,chrXIV,27173,27291,118
YNL328C,id001,three_prime_UTR,chrXIV:20797-22834,-,none,chrXIV,20797,22834,2037
YNL329C,id001,three_prime_UTR,chrXIV:19485-19541,-,none,chrXIV,19485,19541,56
YNL330C,id001,three_prime_UTR,chrXIV:17668-18001,-,none,chrXIV,17668,18001,333
YNL331C,id001,three_prime_UTR,chrXIV:15898-16118,-,none,chrXIV,15898,16118,220
YNR001C,id002,three_prime_UTR,chrXIV:629416-629622,-,none,chrXIV,629416,629622,206
YNR001W-A,id001,three_prime_UTR,chrXIV:631481-631806,+,none,chrXIV,631481,631806,325
YNR002C,id001,three_prime_UTR,chrXIV:632860-633008,-,none,chrXIV,632860,633008,148
YNR003C,id001,three_prime_UTR,chrXIV:633872-634344,-,none,chrXIV,633872,634344,472
YNR004W,id001,three_prime_UTR,chrXIV:636383-636797,+,none,chrXIV,636383,636797,414
YNR006W,id003,three_prime_UTR,chrXIV:638854-639006,+,none,chrXIV,638854,639006,152
YNR007C,id001,three_prime_UTR,chrXIV:638834-639182,-,none,chrXIV,638834,639182,348
YNR008W,id001,three_prime_UTR,chrXIV:642381-642675,+,none,chrXIV,642381,642675,294
YNR009W,id003,three_prime_UTR,chrXIV:643439-643602,+,none,chrXIV,643439,643602,163
YNR010W,id004,three_prime_UTR,chrXIV:644193-644310,+,none,chrXIV,644193,644310,117
YNR011C,id001,three_prime_UTR,chrXIV:644131-644320,-,none,chrXIV,644131,644320,189
YNR012W,id001,three_prime_UTR,chrXIV:648937-649017,+,none,chrXIV,648937,649017,80
YNR013C,id001,three_prime_UTR,chrXIV:648930-649028,-,none,chrXIV,648930,649028,98
YNR014W,id001,three_prime_UTR,chrXIV:653103-653275,+,none,chrXIV,653103,653275,172
YNR015W,id001,three_prime_UTR,chrXIV:654541-654653,+,none,chrXIV,654541,654653,112
YNR017W,id001,three_prime_UTR,chrXIV:663581-663828,+,none,chrXIV,663581,663828,247
YNR018W,id003,three_prime_UTR,chrXIV:664944-665246,+,none,chrXIV,664944,665246,302
YNR021W,id001,three_prime_UTR,chrXIV:669591-670076,+,none,chrXIV,669591,670076,485
YNR022C,id001,three_prime_UTR,chrXIV:669501-669774,-,none,chrXIV,669501,669774,273
YNR023W,id002,three_prime_UTR,chrXIV:672118-672241,+,none,chrXIV,672118,672241,123
YNR024W,id002,three_prime_UTR,chrXIV:672969-673164,+,none,chrXIV,672969,673164,195
YNR026C,id002,three_prime_UTR,chrXIV:672931-673274,-,none,chrXIV,672931,673274,343
YNR027W,id002,three_prime_UTR,chrXIV:675876-676137,+,none,chrXIV,675876,676137,261
YNR028W,id001,three_prime_UTR,chrXIV:677103-677276,+,none,chrXIV,677103,677276,173
YNR029C,id001,three_prime_UTR,chrXIV:676972-677199,-,none,chrXIV,676972,677199,227
YNR030W,id002,three_prime_UTR,chrXIV:680454-680691,+,none,chrXIV,680454,680691,237
YNR032C-A,id001,three_prime_UTR,chrXIV:686550-687243,-,none,chrXIV,686550,687243,693
YNR032W,id001,three_prime_UTR,chrXIV:687116-687333,+,none,chrXIV,687116,687333,217
YNR033W,id002,three_prime_UTR,chrXIV:689998-690067,+,none,chrXIV,689998,690067,69
YNR034W,id001,three_prime_UTR,chrXIV:691286-691568,+,none,chrXIV,691286,691568,282
YNR034W-A,id016,three_prime_UTR,chrXIV:692857-692967,+,none,chrXIV,692857,692967,110
YNR035C,id001,three_prime_UTR,chrXIV:692856-693019,-,none,chrXIV,692856,693019,163
YNR036C,id001,three_prime_UTR,chrXIV:694041-694361,-,none,chrXIV,694041,694361,320
YNR037C,id001,three_prime_UTR,chrXIV:694861-695052,-,none,chrXIV,694861,695052,191
YNR038W,id001,three_prime_UTR,chrXIV:697484-697632,+,none,chrXIV,697484,697632,148
YNR039C,id001,three_prime_UTR,chrXIV:697543-697614,-,none,chrXIV,697543,697614,71
YNR040W,id001,three_prime_UTR,chrXIV:700460-700635,+,none,chrXIV,700460,700635,175
YNR041C,id003,three_prime_UTR,chrXIV:700483-700541,-,none,chrXIV,700483,700541,58
YNR042W,id001,three_prime_UTR,chrXIV:701666-701752,+,none,chrXIV,701666,701752,86
YNR043W,id001,three_prime_UTR,chrXIV:703085-703628,+,none,chrXIV,703085,703628,543
YNR044W,id002,three_prime_UTR,chrXIV:705876-705951,+,none,chrXIV,705876,705951,75
YNR045W,id001,three_prime_UTR,chrXIV:707608-707721,+,none,chrXIV,707608,707721,113
YNR046W,id002,three_prime_UTR,chrXIV:708195-708337,+,none,chrXIV,708195,708337,142
YNR047W,id001,three_prime_UTR,chrXIV:711204-711463,+,none,chrXIV,711204,711463,259
YNR048W,id001,three_prime_UTR,chrXIV:712811-713050,+,none,chrXIV,712811,713050,239
YNR049C,id003,three_prime_UTR,chrXIV:712857-713023,-,none,chrXIV,712857,713023,166
YNR050C,id001,three_prime_UTR,chrXIV:713936-714048,-,none,chrXIV,713936,714048,112
YNR051C,id001,three_prime_UTR,chrXIV:716324-716780,-,none,chrXIV,716324,716780,456
YNR052C,id001,three_prime_UTR,chrXIV:719244-719346,-,none,chrXIV,719244,719346,102
YNR053C,id001,three_prime_UTR,chrXIV:720889-721120,-,none,chrXIV,720889,721120,231
YNR054C,id001,three_prime_UTR,chrXIV:723092-723356,-,none,chrXIV,723092,723356,264
YNR055C,id001,three_prime_UTR,chrXIV:727845-728426,-,none,chrXIV,727845,728426,581
YNR056C,id001,three_prime_UTR,chrXIV:731494-731618,-,none,chrXIV,731494,731618,124
YNR057C,id001,three_prime_UTR,chrXIV:733247-733356,-,none,chrXIV,733247,733356,109
YNR059W,id001,three_prime_UTR,chrXIV:738545-738756,+,none,chrXIV,738545,738756,211
YNR061C,id001,three_prime_UTR,chrXIV:742338-742881,-,none,chrXIV,742338,742881,543
YNR064C,id001,three_prime_UTR,chrXIV:748854-749136,-,none,chrXIV,748854,749136,282
YNR067C,id001,three_prime_UTR,chrXIV:755648-755746,-,none,chrXIV,755648,755746,98
YNR068C,id002,three_prime_UTR,chrXIV:759807-760067,-,none,chrXIV,759807,760067,260
YNR071C,id001,three_prime_UTR,chrXIV:770310-770440,-,none,chrXIV,770310,770440,130
YNR073C,id001,three_prime_UTR,chrXIV:774660-774792,-,none,chrXIV,774660,774792,132
YNR074C,id002,three_prime_UTR,chrXIV:777515-777602,-,none,chrXIV,777515,777602,87
YNR076W,id002,three_prime_UTR,chrXIV:782280-782416,+,none,chrXIV,782280,782416,136
YOL001W,id001,three_prime_UTR,chrXV:326130-326276,+,none,chrXV,326130,326276,146
YOL002C,id001,three_prime_UTR,chrXV:323346-323411,-,none,chrXV,323346,323411,65
YOL003C,id001,three_prime_UTR,chrXV:321655-321858,-,none,chrXV,321655,321858,203
YOL005C,id002,three_prime_UTR,chrXV:315703-315813,-,none,chrXV,315703,315813,110
YOL006C,id002,three_prime_UTR,chrXV:312919-313078,-,none,chrXV,312919,313078,159
YOL007C,id001,three_prime_UTR,chrXV:310851-311342,-,none,chrXV,310851,311342,491
YOL008W,id003,three_prime_UTR,chrXV:310935-311138,+,none,chrXV,310935,311138,203
YOL009C,id004,three_prime_UTR,chrXV:309014-309324,-,none,chrXV,309014,309324,310
YOL010W,id001,three_prime_UTR,chrXV:309041-309265,+,none,chrXV,309041,309265,224
YOL011W,id001,three_prime_UTR,chrXV:307409-307689,+,none,chrXV,307409,307689,280
YOL012C,id002,three_prime_UTR,chrXV:303360-303579,-,none,chrXV,303360,303579,219
YOL013C,id001,three_prime_UTR,chrXV:301265-301380,-,none,chrXV,301265,301380,115
YOL014W,id001,three_prime_UTR,chrXV:300067-300873,+,none,chrXV,300067,300873,806
YOL015W,id001,three_prime_UTR,chrXV:298838-298975,+,none,chrXV,298838,298975,137
YOL016C,id001,three_prime_UTR,chrXV:294513-294777,-,none,chrXV,294513,294777,264
YOL017W,id001,three_prime_UTR,chrXV:294673-294803,+,none,chrXV,294673,294803,130
YOL018C,id003,three_prime_UTR,chrXV:290618-290881,-,none,chrXV,290618,290881,263
YOL019W,id001,three_prime_UTR,chrXV:290553-290819,+,none,chrXV,290553,290819,266
YOL020W,id001,three_prime_UTR,chrXV:287950-288180,+,none,chrXV,287950,288180,230
YOL021C,id001,three_prime_UTR,chrXV:282302-282421,-,none,chrXV,282302,282421,119
YOL022C,id001,three_prime_UTR,chrXV:280097-280272,-,none,chrXV,280097,280272,175
YOL023W,id001,three_prime_UTR,chrXV:280086-280266,+,none,chrXV,280086,280266,180
YOL024W,id001,three_prime_UTR,chrXV:277604-277647,+,none,chrXV,277604,277647,43
YOL025W,id001,three_prime_UTR,chrXV:276939-277072,+,none,chrXV,276939,277072,133
YOL026C,id001,three_prime_UTR,chrXV:273711-274012,-,none,chrXV,273711,274012,301
YOL027C,id002,three_prime_UTR,chrXV:271773-272003,-,none,chrXV,271773,272003,230
YOL028C,id001,three_prime_UTR,chrXV:269936-270633,-,none,chrXV,269936,270633,697
YOL029C,id001,three_prime_UTR,chrXV:269706-269815,-,none,chrXV,269706,269815,109
YOL030W,id002,three_prime_UTR,chrXV:269641-269830,+,none,chrXV,269641,269830,189
YOL031C,id002,three_prime_UTR,chrXV:266122-266264,-,none,chrXV,266122,266264,142
YOL032W,id001,three_prime_UTR,chrXV:266169-266705,+,none,chrXV,266169,266705,536
YOL033W,id001,three_prime_UTR,chrXV:265085-265239,+,none,chrXV,265085,265239,154
YOL034W,id001,three_prime_UTR,chrXV:263204-263283,+,none,chrXV,263204,263283,79
YOL036W,id001,three_prime_UTR,chrXV:259030-259170,+,none,chrXV,259030,259170,140
YOL037C,id001,three_prime_UTR,chrXV:256626-256666,-,none,chrXV,256626,256666,40
YOL038C-A,id003,three_prime_UTR,chrXV:254713-254926,-,none,chrXV,254713,254926,213
YOL038W,id001,three_prime_UTR,chrXV:256101-258706,+,none,chrXV,256101,258706,2605
YOL039W,id007,three_prime_UTR,chrXV:254617-254811,+,none,chrXV,254617,254811,194
YOL040C,id001,three_prime_UTR,chrXV:252786-253149,-,none,chrXV,252786,253149,363
YOL041C,id001,three_prime_UTR,chrXV:251060-251267,-,none,chrXV,251060,251267,207
YOL042W,id001,three_prime_UTR,chrXV:250916-251222,+,none,chrXV,250916,251222,306
YOL043C,id001,three_prime_UTR,chrXV:248289-248392,-,none,chrXV,248289,248392,103
YOL044W,id001,three_prime_UTR,chrXV:248301-248478,+,none,chrXV,248301,248478,177
YOL048C,id001,three_prime_UTR,chrXV:240064-240204,-,none,chrXV,240064,240204,140
YOL049W,id001,three_prime_UTR,chrXV:240094-240225,+,none,chrXV,240094,240225,131
YOL050C,id001,three_prime_UTR,chrXV:237744-237882,-,none,chrXV,237744,237882,138
YOL052C,id002,three_prime_UTR,chrXV:232315-232446,-,none,chrXV,232315,232446,131
YOL052C-A,id001,three_prime_UTR,chrXV:231260-231570,-,none,chrXV,231260,231570,310
YOL053W,id001,three_prime_UTR,chrXV:231272-231391,+,none,chrXV,231272,231391,119
YOL054W,id001,three_prime_UTR,chrXV:229834-230016,+,none,chrXV,229834,230016,182
YOL055C,id001,three_prime_UTR,chrXV:224361-224420,-,none,chrXV,224361,224420,59
YOL056W,id002,three_prime_UTR,chrXV:224179-224349,+,none,chrXV,224179,224349,170
YOL057W,id002,three_prime_UTR,chrXV:222902-223127,+,none,chrXV,222902,223127,225
YOL058W,id001,three_prime_UTR,chrXV:220473-220684,+,none,chrXV,220473,220684,211
YOL059W,id001,three_prime_UTR,chrXV:218448-218757,+,none,chrXV,218448,218757,309
YOL060C,id004,three_prime_UTR,chrXV:213730-214017,-,none,chrXV,213730,214017,287
YOL061W,id002,three_prime_UTR,chrXV:213734-213946,+,none,chrXV,213734,213946,212
YOL062C,id001,three_prime_UTR,chrXV:210356-210520,-,none,chrXV,210356,210520,164
YOL063C,id001,three_prime_UTR,chrXV:207334-207392,-,none,chrXV,207334,207392,58
YOL064C,id003,three_prime_UTR,chrXV:205959-206103,-,none,chrXV,205959,206103,144
YOL065C,id001,three_prime_UTR,chrXV:204421-204731,-,none,chrXV,204421,204731,310
YOL066C,id002,three_prime_UTR,chrXV:202626-202696,-,none,chrXV,202626,202696,70
YOL067C,id001,three_prime_UTR,chrXV:200933-201985,-,none,chrXV,200933,201985,1052
YOL068C,id003,three_prime_UTR,chrXV:200147-200368,-,none,chrXV,200147,200368,221
YOL069W,id001,three_prime_UTR,chrXV:200297-200463,+,none,chrXV,200297,200463,166
YOL070C,id001,three_prime_UTR,chrXV:197008-197220,-,none,chrXV,197008,197220,212
YOL071W,id001,three_prime_UTR,chrXV:196995-197157,+,none,chrXV,196995,197157,162
YOL072W,id001,three_prime_UTR,chrXV:196337-196471,+,none,chrXV,196337,196471,134
YOL073C,id002,three_prime_UTR,chrXV:193742-193832,-,none,chrXV,193742,193832,90
YOL076W,id001,three_prime_UTR,chrXV:189414-190223,+,none,chrXV,189414,190223,809
YOL077C,id001,three_prime_UTR,chrXV:185578-185848,-,none,chrXV,185578,185848,270
YOL077W-A,id001,three_prime_UTR,chrXV:185644-185920,+,none,chrXV,185644,185920,276
YOL078W,id001,three_prime_UTR,chrXV:185212-185245,+,none,chrXV,185212,185245,33
YOL080C,id001,three_prime_UTR,chrXV:180285-180558,-,none,chrXV,180285,180558,273
YOL082W,id004,three_prime_UTR,chrXV:169974-170080,+,none,chrXV,169974,170080,106
YOL083C-A,id001,three_prime_UTR,chrXV:166266-166461,-,none,chrXV,166266,166461,195
YOL083W,id006,three_prime_UTR,chrXV:166952-167037,+,none,chrXV,166952,167037,85
YOL085W-A,id001,three_prime_UTR,chrXV:161791-162238,+,none,chrXV,161791,162238,447
YOL086C,id001,three_prime_UTR,chrXV:159455-159548,-,none,chrXV,159455,159548,93
YOL086W-A,id001,three_prime_UTR,chrXV:159445-159615,+,none,chrXV,159445,159615,170
YOL087C,id001,three_prime_UTR,chrXV:155152-155287,-,none,chrXV,155152,155287,135
YOL088C,id001,three_prime_UTR,chrXV:153655-153912,-,none,chrXV,153655,153912,257
YOL089C,id001,three_prime_UTR,chrXV:150226-150398,-,none,chrXV,150226,150398,172
YOL090W,id003,three_prime_UTR,chrXV:150276-150358,+,none,chrXV,150276,150358,82
YOL092W,id001,three_prime_UTR,chrXV:145130-145323,+,none,chrXV,145130,145323,193
YOL093W,id002,three_prime_UTR,chrXV:143696-143759,+,none,chrXV,143696,143759,63
YOL094C,id001,three_prime_UTR,chrXV:141352-141584,-,none,chrXV,141352,141584,232
YOL095C,id001,three_prime_UTR,chrXV:139143-139227,-,none,chrXV,139143,139227,84
YOL096C,id001,three_prime_UTR,chrXV:137940-138107,-,none,chrXV,137940,138107,167
YOL097C,id001,three_prime_UTR,chrXV:136162-136527,-,none,chrXV,136162,136527,365
YOL097W-A,id002,three_prime_UTR,chrXV:136405-136548,+,none,chrXV,136405,136548,143
YOL098C,id004,three_prime_UTR,chrXV:132449-132725,-,none,chrXV,132449,132725,276
YOL101C,id001,three_prime_UTR,chrXV:126873-126982,-,none,chrXV,126873,126982,109
YOL102C,id001,three_prime_UTR,chrXV:125870-125997,-,none,chrXV,125870,125997,127
YOL103W,id001,three_prime_UTR,chrXV:125830-126030,+,none,chrXV,125830,126030,200
YOL104C,id001,three_prime_UTR,chrXV:115975-116396,-,none,chrXV,115975,116396,421
YOL105C,id002,three_prime_UTR,chrXV:114009-114138,-,none,chrXV,114009,114138,129
YOL106W,id001,three_prime_UTR,chrXV:113579-113672,+,none,chrXV,113579,113672,93
YOL107W,id001,three_prime_UTR,chrXV:113130-113554,+,none,chrXV,113130,113554,424
YOL108C,id002,three_prime_UTR,chrXV:111199-111431,-,none,chrXV,111199,111431,232
YOL109W,id005,three_prime_UTR,chrXV:110638-110792,+,none,chrXV,110638,110792,154
YOL110W,id001,three_prime_UTR,chrXV:109889-110309,+,none,chrXV,109889,110309,420
YOL111C,id005,three_prime_UTR,chrXV:108176-108258,-,none,chrXV,108176,108258,82
YOL112W,id008,three_prime_UTR,chrXV:108188-108267,+,none,chrXV,108188,108267,79
YOL113W,id001,three_prime_UTR,chrXV:106293-106389,+,none,chrXV,106293,106389,96
YOL114C,id001,three_prime_UTR,chrXV:102833-103317,-,none,chrXV,102833,103317,484
YOL115W,id001,three_prime_UTR,chrXV:103229-103355,+,none,chrXV,103229,103355,126
YOL116W,id005,three_prime_UTR,chrXV:100957-101254,+,none,chrXV,100957,101254,297
YOL118C,id001,three_prime_UTR,chrXV:96576-96608,-,none,chrXV,96576,96608,32
YOL119C,id001,three_prime_UTR,chrXV:94709-94856,-,none,chrXV,94709,94856,147
YOL120C,id001,three_prime_UTR,chrXV:93042-93395,-,none,chrXV,93042,93395,353
YOL121C,id002,three_prime_UTR,chrXV:91836-92026,-,none,chrXV,91836,92026,190
YOL122C,id001,three_prime_UTR,chrXV:89489-89692,-,none,chrXV,89489,89692,203
YOL123W,id001,three_prime_UTR,chrXV:89448-89596,+,none,chrXV,89448,89596,148
YOL124C,id001,three_prime_UTR,chrXV:85172-85456,-,none,chrXV,85172,85456,284
YOL125W,id002,three_prime_UTR,chrXV:85264-85457,+,none,chrXV,85264,85457,193
YOL126C,id004,three_prime_UTR,chrXV:81548-81787,-,none,chrXV,81548,81787,239
YOL127W,id002,three_prime_UTR,chrXV:81190-81405,+,none,chrXV,81190,81405,215
YOL128C,id001,three_prime_UTR,chrXV:78199-78352,-,none,chrXV,78199,78352,153
YOL129W,id004,three_prime_UTR,chrXV:78114-78322,+,none,chrXV,78114,78322,208
YOL130W,id006,three_prime_UTR,chrXV:76979-77351,+,none,chrXV,76979,77351,372
YOL133W,id005,three_prime_UTR,chrXV:70690-71059,+,none,chrXV,70690,71059,369
YOL135C,id001,three_prime_UTR,chrXV:69210-69376,-,none,chrXV,69210,69376,166
YOL136C,id001,three_prime_UTR,chrXV:67201-67561,-,none,chrXV,67201,67561,360
YOL137W,id001,three_prime_UTR,chrXV:67114-67416,+,none,chrXV,67114,67416,302
YOL138C,id001,three_prime_UTR,chrXV:61277-61325,-,none,chrXV,61277,61325,48
YOL139C,id001,three_prime_UTR,chrXV:60238-60383,-,none,chrXV,60238,60383,145
YOL140W,id002,three_prime_UTR,chrXV:60030-60124,+,none,chrXV,60030,60124,94
YOL141W,id001,three_prime_UTR,chrXV:58539-59197,+,none,chrXV,58539,59197,658
YOL142W,id001,three_prime_UTR,chrXV:56280-56349,+,none,chrXV,56280,56349,69
YOL143C,id001,three_prime_UTR,chrXV:54522-54595,-,none,chrXV,54522,54595,73
YOL144W,id004,three_prime_UTR,chrXV:54552-54613,+,none,chrXV,54552,54613,61
YOL146W,id001,three_prime_UTR,chrXV:49448-49556,+,none,chrXV,49448,49556,108
YOL147C,id004,three_prime_UTR,chrXV:47735-47933,-,none,chrXV,47735,47933,198
YOL151W,id001,three_prime_UTR,chrXV:44722-44868,+,none,chrXV,44722,44868,146
YOL152W,id001,three_prime_UTR,chrXV:42610-42735,+,none,chrXV,42610,42735,125
YOL154W,id001,three_prime_UTR,chrXV:35407-35531,+,none,chrXV,35407,35531,124
YOL155C,id001,three_prime_UTR,chrXV:28579-28703,-,none,chrXV,28579,28703,124
YOL157C,id001,three_prime_UTR,chrXV:22457-22525,-,none,chrXV,22457,22525,68
YOL158C,id001,three_prime_UTR,chrXV:19090-19491,-,none,chrXV,19090,19491,401
YOL159C,id001,three_prime_UTR,chrXV:16719-17281,-,none,chrXV,16719,17281,562
YOL159C-A,id001,three_prime_UTR,chrXV:14562-15233,-,none,chrXV,14562,15233,671
YOL160W,id001,three_prime_UTR,chrXV:14654-14691,+,none,chrXV,14654,14691,37
YOL162W,id001,three_prime_UTR,chrXV:10766-10887,+,none,chrXV,10766,10887,121
YOL163W,id001,three_prime_UTR,chrXV:10106-10451,+,none,chrXV,10106,10451,345
YOL164W,id001,three_prime_UTR,chrXV:8115-8205,+,none,chrXV,8115,8205,90
YOR001W,id001,three_prime_UTR,chrXV:329033-329263,+,none,chrXV,329033,329263,230
YOR002W,id002,three_prime_UTR,chrXV:331051-331474,+,none,chrXV,331051,331474,423
YOR003W,id001,three_prime_UTR,chrXV:332891-333104,+,none,chrXV,332891,333104,213
YOR004W,id001,three_prime_UTR,chrXV:334356-334576,+,none,chrXV,334356,334576,220
YOR005C,id001,three_prime_UTR,chrXV:334399-334509,-,none,chrXV,334399,334509,110
YOR006C,id001,three_prime_UTR,chrXV:337419-337680,-,none,chrXV,337419,337680,261
YOR007C,id001,three_prime_UTR,chrXV:338629-338938,-,none,chrXV,338629,338938,309
YOR008C,id002,three_prime_UTR,chrXV:340950-341278,-,none,chrXV,340950,341278,328
YOR010C,id001,three_prime_UTR,chrXV:346081-346195,-,none,chrXV,346081,346195,114
YOR013W,id001,three_prime_UTR,chrXV:357221-357293,+,none,chrXV,357221,357293,72
YOR014W,id001,three_prime_UTR,chrXV:359947-360256,+,none,chrXV,359947,360256,309
YOR015W,id001,three_prime_UTR,chrXV:360352-360457,+,none,chrXV,360352,360457,105
YOR016C,id001,three_prime_UTR,chrXV:359726-360461,-,none,chrXV,359726,360461,735
YOR017W,id001,three_prime_UTR,chrXV:363814-363954,+,none,chrXV,363814,363954,140
YOR018W,id001,three_prime_UTR,chrXV:366882-367042,+,none,chrXV,366882,367042,160
YOR020C,id001,three_prime_UTR,chrXV:369619-370524,-,none,chrXV,369619,370524,905
YOR020W-A,id001,three_prime_UTR,chrXV:371957-372140,+,none,chrXV,371957,372140,183
YOR021C,id002,three_prime_UTR,chrXV:372641-372798,-,none,chrXV,372641,372798,157
YOR022C,id001,three_prime_UTR,chrXV:373671-373710,-,none,chrXV,373671,373710,39
YOR023C,id003,three_prime_UTR,chrXV:375953-376012,-,none,chrXV,375953,376012,59
YOR025W,id001,three_prime_UTR,chrXV:379562-379966,+,none,chrXV,379562,379966,404
YOR026W,id005,three_prime_UTR,chrXV:380806-381008,+,none,chrXV,380806,381008,202
YOR027W,id001,three_prime_UTR,chrXV:382822-383213,+,none,chrXV,382822,383213,391
YOR028C,id001,three_prime_UTR,chrXV:383208-383533,-,none,chrXV,383208,383533,325
YOR030W,id001,three_prime_UTR,chrXV:388684-389555,+,none,chrXV,388684,389555,871
YOR032C,id001,three_prime_UTR,chrXV:389660-389771,-,none,chrXV,389660,389771,111
YOR032W-A,id001,three_prime_UTR,chrXV:392376-392569,+,none,chrXV,392376,392569,193
YOR033C,id001,three_prime_UTR,chrXV:392252-392416,-,none,chrXV,392252,392416,164
YOR034C,id002,three_prime_UTR,chrXV:394729-394837,-,none,chrXV,394729,394837,108
YOR034C-A,id003,three_prime_UTR,chrXV:397106-397426,-,none,chrXV,397106,397426,320
YOR035C,id001,three_prime_UTR,chrXV:397493-397735,-,none,chrXV,397493,397735,242
YOR036W,id002,three_prime_UTR,chrXV:401214-401308,+,none,chrXV,401214,401308,94
